review_id,product_id,source,rating_bucket,sentiment_tag,effect_tags,issue_tags,created_at
001243759847434,35016923522,taobao,unknown,好评,滋润|过敏|效果,效果,2024-07-03 00:00:00
001243778083867,35016923522,taobao,unknown,好评,的香|滋润|清爽|效果,气味|效果,2024-07-03 00:00:00
001243117152871,35016923522,taobao,unknown,好评,nan,nan,2024-07-02 00:00:00
001243365585021,35016923522,taobao,unknown,差评,刺痛,效果,2024-07-02 00:00:00
001243411516018,38978550136,taobao,unknown,好评,nan,nan,2024-07-05 00:00:00
001243248818793,38978550136,taobao,unknown,好评,nan,nan,2024-06-29 00:00:00
001243151251006,38978550136,taobao,unknown,好评,补水|保湿|质量,效果|质量,2024-06-26 00:00:00
001242671106735,38978550136,taobao,unknown,好评,nan,nan,2024-06-22 00:00:00
001242168896849,38978550136,taobao,unknown,好评,nan,nan,2024-06-21 00:00:00
001241565194940,38978550136,taobao,unknown,好评,补水|修复,效果,2024-06-11 00:00:00
001235443925854,38978550136,taobao,unknown,好评,补水|效果,效果,2024-04-06 00:00:00
001234676944739,38978550136,taobao,unknown,好评,nan,nan,2024-03-31 00:00:00
001234600116729,38978550136,taobao,unknown,好评,nan,nan,2024-03-30 00:00:00
001234343320209,38978550136,taobao,unknown,好评,物美价廉,价格|质量,2024-03-27 00:00:00
001234102277207,38978550136,taobao,unknown,好评,nan,nan,2024-03-22 00:00:00
001234055013546,38978550136,taobao,unknown,好评,nan,nan,2024-03-21 00:00:00
001222918728083,38978550136,taobao,unknown,好评,补水,效果,2023-11-11 00:00:00
001223442139645,38978550136,taobao,unknown,好评,nan,nan,2023-11-08 00:00:00
001223174315210,38978550136,taobao,unknown,好评,nan,nan,2023-11-06 00:00:00
001222809233984,38978550136,taobao,unknown,好评,nan,nan,2023-11-06 00:00:00
001222482285987,38978550136,taobao,unknown,好评,nan,nan,2023-11-03 00:00:00
001222817739019,38978550136,taobao,unknown,好评,nan,nan,2023-11-02 00:00:00
001222016276717,38978550136,taobao,unknown,好评,nan,nan,2023-11-01 00:00:00
001222289850894,38978550136,taobao,unknown,好评,nan,nan,2023-10-29 00:00:00
001222343055512,38978550136,taobao,unknown,好评,nan,nan,2023-10-28 00:00:00
001221226820266,38978550136,taobao,unknown,好评,nan,nan,2023-10-23 00:00:00
001221265252222,38978550136,taobao,unknown,差评,效果,效果,2023-10-23 00:00:00
001221687278568,38978550136,taobao,unknown,好评,nan,nan,2023-10-22 00:00:00
001221345402236,38978550136,taobao,unknown,好评,nan,nan,2023-10-18 00:00:00
001221306758615,38978550136,taobao,unknown,好评,黏腻|保湿|效果|油|吸收|补水,效果,2023-10-18 00:00:00
001219979716511,38978550136,taobao,unknown,好评,nan,nan,2023-10-09 00:00:00
001220007013870,38978550136,taobao,unknown,好评,吸收|效果,效果,2023-10-06 00:00:00
001219140737084,38978550136,taobao,unknown,好评,nan,nan,2023-09-25 00:00:00
001219321334137,38978550136,taobao,unknown,好评,nan,nan,2023-09-24 00:00:00
001244265028243,533965991830,taobao,unknown,好评,价格|实惠,价格,2024-07-15 00:00:00
001244817395207,533965991830,taobao,unknown,好评,外观|包装|效果,包装|效果,2024-07-15 00:00:00
001244407465518,533965991830,taobao,unknown,好评,nan,nan,2024-07-14 00:00:00
001244422633517,533965991830,taobao,unknown,好评,nan,nan,2024-07-14 00:00:00
001244597722153,533965991830,taobao,unknown,好评,nan,nan,2024-07-14 00:00:00
001244722111323,533965991830,taobao,unknown,好评,nan,nan,2024-07-14 00:00:00
001244726499051,533965991830,taobao,unknown,好评,实惠|划算,价格,2024-07-14 00:00:00
001244474718587,533965991830,taobao,unknown,好评,经济|实惠,价格,2024-07-13 00:00:00
001244405302727,533965991830,taobao,unknown,好评,nan,nan,2024-07-12 00:00:00
001244011108253,533965991830,taobao,unknown,好评,nan,nan,2024-07-12 00:00:00
001243911612236,533965991830,taobao,unknown,好评,卖家|发货|服务|速度,服务|物流,2024-07-11 00:00:00
001244479155960,533965991830,taobao,unknown,好评,nan,nan,2024-07-11 00:00:00
001243442872999,533965991830,taobao,unknown,好评,nan,nan,2024-07-06 00:00:00
001243706729168,533965991830,taobao,unknown,好评,nan,nan,2024-07-06 00:00:00
001243700206839,533965991830,taobao,unknown,好评,nan,nan,2024-07-04 00:00:00
001243249888654,533965991830,taobao,unknown,好评,nan,nan,2024-07-03 00:00:00
001243778683951,533965991830,taobao,unknown,好评,nan,nan,2024-07-03 00:00:00
001243604426022,533965991830,taobao,unknown,好评,nan,nan,2024-07-03 00:00:00
001243102784572,533965991830,taobao,unknown,,nan,nan,2024-07-02 00:00:00
001243547190585,533965991830,taobao,unknown,好评,nan,nan,2024-07-02 00:00:00
001243451750762,533965991830,taobao,unknown,好评,nan,nan,2024-07-01 00:00:00
001243509631480,533965991830,taobao,unknown,好评,nan,nan,2024-06-30 00:00:00
001243307150936,533965991830,taobao,unknown,好评,nan,nan,2024-06-29 00:00:00
001243059121915,533965991830,taobao,unknown,好评,nan,nan,2024-06-29 00:00:00
001242851277803,533965991830,taobao,unknown,好评,nan,nan,2024-06-27 00:00:00
001242862617699,533965991830,taobao,unknown,好评,nan,nan,2024-06-27 00:00:00
001242610956184,533965991830,taobao,unknown,好评,物美价廉|做工|质量|优惠,质量|价格,2024-06-26 00:00:00
001242835170360,533965991830,taobao,unknown,好评,nan,nan,2024-06-24 00:00:00
001242913191115,533965991830,taobao,unknown,好评,nan,nan,2024-06-24 00:00:00
001242704630651,533965991830,taobao,unknown,好评,nan,nan,2024-06-23 00:00:00
001247703009674,610026828834,taobao,unknown,好评,功能|修复,效果,2024-08-21 00:00:00
001247504201348,610026828834,taobao,unknown,中评,nan,nan,2024-08-19 00:00:00
001247496637330,610026828834,taobao,unknown,差评,效果,效果,2024-08-19 00:00:00
001247713494214,610026828834,taobao,unknown,中评,修护,效果,2024-08-19 00:00:00
001247234060661,610026828834,taobao,unknown,好评,补水,效果,2024-08-18 00:00:00
001247634258263,610026828834,taobao,unknown,中评,nan,nan,2024-08-18 00:00:00
001247643138340,610026828834,taobao,unknown,好评,补水|修复|送了,效果|赠品,2024-08-18 00:00:00
001247739487571,610026828834,taobao,unknown,好评,效果|吸收,效果,2024-08-18 00:00:00
001247340465141,610026828834,taobao,unknown,好评,效果|吸收,效果,2024-08-17 00:00:00
001247493162632,610026828834,taobao,unknown,好评,nan,nan,2024-08-17 00:00:00
001247522374926,610026828834,taobao,unknown,中评,nan,nan,2024-08-17 00:00:00
001247282441596,610026828834,taobao,unknown,好评,效果|美白,效果,2024-08-16 00:00:00
001247248077554,610026828834,taobao,unknown,中评,有点干|卸妆,效果,2024-08-16 00:00:00
001247045544418,610026828834,taobao,unknown,好评,nan,nan,2024-08-16 00:00:00
001247450715901,610026828834,taobao,unknown,,效果,效果,2024-08-15 00:00:00
001247289862471,610026828834,taobao,unknown,差评,nan,nan,2024-08-14 00:00:00
001247275862078,610026828834,taobao,unknown,好评,掌柜,服务,2024-08-14 00:00:00
001247252682594,610026828834,taobao,unknown,好评,nan,nan,2024-08-14 00:00:00
001247277303971,610026828834,taobao,unknown,中评,态度|掌柜|价格,服务|价格,2024-08-13 00:00:00
001246901369065,610026828834,taobao,unknown,好评,nan,nan,2024-08-12 00:00:00
001246934685177,610026828834,taobao,unknown,好评,nan,nan,2024-08-12 00:00:00
001246883293270,610026828834,taobao,unknown,好评,nan,nan,2024-08-12 00:00:00
001247093931133,610026828834,taobao,unknown,好评,nan,nan,2024-08-11 00:00:00
001247131315158,610026828834,taobao,unknown,,nan,nan,2024-08-11 00:00:00
001246931022048,610026828834,taobao,unknown,好评,控油|吸收|效果|保湿|美白|质地,效果|质量,2024-08-10 00:00:00
001246761449863,610026828834,taobao,unknown,好评,nan,nan,2024-08-10 00:00:00
001247043591672,610026828834,taobao,unknown,好评,效果|吸收,效果,2024-08-10 00:00:00
001246657765523,610026828834,taobao,unknown,好评,nan,nan,2024-08-09 00:00:00
001246632025251,610026828834,taobao,unknown,好评,泛红,效果,2024-08-09 00:00:00
001246732578420,610026828834,taobao,unknown,,效果,效果,2024-08-08 00:00:00
001250549524721,655195506204,taobao,unknown,中评,nan,nan,2024-09-26 00:00:00
001250724389929,655195506204,taobao,unknown,中评,凉凉的,效果,2024-09-26 00:00:00
001250564408902,655195506204,taobao,unknown,好评,nan,nan,2024-09-26 00:00:00
001250994539064,655195506204,taobao,unknown,好评,服务|态度|客服|快递|清凉|效果|漏液,服务|物流|效果|包装,2024-09-26 00:00:00
001250557976011,655195506204,taobao,unknown,中评,效果,效果,2024-09-26 00:00:00
001250832370452,655195506204,taobao,unknown,好评,nan,nan,2024-09-25 00:00:00
001250824574233,655195506204,taobao,unknown,中评,很香|刺激|温和|清凉,气味|效果,2024-09-25 00:00:00
001250502928979,655195506204,taobao,unknown,好评,nan,nan,2024-09-25 00:00:00
001250622425030,655195506204,taobao,unknown,好评,nan,nan,2024-09-25 00:00:00
001250537648685,655195506204,taobao,unknown,好评,凉凉的,效果,2024-09-25 00:00:00
001250653365705,655195506204,taobao,unknown,好评,nan,nan,2024-09-25 00:00:00
001250686001132,655195506204,taobao,unknown,好评,nan,nan,2024-09-25 00:00:00
001250503308654,655195506204,taobao,unknown,好评,nan,nan,2024-09-25 00:00:00
001250493960251,655195506204,taobao,unknown,好评,nan,nan,2024-09-25 00:00:00
001250853603022,655195506204,taobao,unknown,,效果,效果,2024-09-24 00:00:00
001250861451542,655195506204,taobao,unknown,好评,赠品,赠品,2024-09-24 00:00:00
001250399892214,655195506204,taobao,unknown,好评,效果,效果,2024-09-24 00:00:00
001250864259681,655195506204,taobao,unknown,好评,卖家,服务,2024-09-24 00:00:00
001250856943376,655195506204,taobao,unknown,好评,nan,nan,2024-09-24 00:00:00
001250419312304,655195506204,taobao,unknown,好评,nan,nan,2024-09-24 00:00:00
001250500421283,655195506204,taobao,unknown,好评,nan,nan,2024-09-23 00:00:00
001250496729638,655195506204,taobao,unknown,好评,物流|质量,物流|质量,2024-09-23 00:00:00
001250676526542,655195506204,taobao,unknown,好评,nan,nan,2024-09-23 00:00:00
001250652470448,655195506204,taobao,unknown,好评,快递|密发|清凉|发货,物流|效果|服务,2024-09-23 00:00:00
001250362272997,655195506204,taobao,unknown,好评,nan,nan,2024-09-23 00:00:00
001250806331745,655195506204,taobao,unknown,好评,不刺激,效果,2024-09-23 00:00:00
001250311864933,655195506204,taobao,unknown,差评,nan,nan,2024-09-23 00:00:00
001250697871320,655195506204,taobao,unknown,好评,nan,nan,2024-09-22 00:00:00
001250413297822,655195506204,taobao,unknown,好评,nan,nan,2024-09-22 00:00:00
001250600042393,655195506204,taobao,unknown,差评,nan,nan,2024-09-22 00:00:00
001247546420629,668883733043,taobao,unknown,好评,好闻|蓝色,气味|颜色,2024-08-22 00:00:00
001247962690754,668883733043,taobao,unknown,,nan,nan,2024-08-22 00:00:00
001247732901021,668883733043,taobao,unknown,好评,nan,nan,2024-08-22 00:00:00
001247938306383,668883733043,taobao,unknown,好评,nan,nan,2024-08-22 00:00:00
001247939682299,668883733043,taobao,unknown,好评,很香,气味,2024-08-22 00:00:00
001247899546070,668883733043,taobao,unknown,好评,nan,nan,2024-08-21 00:00:00
001247536300398,668883733043,taobao,unknown,好评,粉色|黄色|味道,颜色|气味,2024-08-21 00:00:00
001247932831333,668883733043,taobao,unknown,好评,nan,nan,2024-08-20 00:00:00
001247410528934,668883733043,taobao,unknown,好评,nan,nan,2024-08-20 00:00:00
001247927255956,668883733043,taobao,unknown,差评,贵|划算|小瓶,价格|规格,2024-08-20 00:00:00
001247557209178,668883733043,taobao,unknown,中评,好小一瓶,规格,2024-08-20 00:00:00
001247780687349,668883733043,taobao,unknown,好评,nan,nan,2024-08-19 00:00:00
001247319092485,668883733043,taobao,unknown,好评,nan,nan,2024-08-19 00:00:00
001247657038294,668883733043,taobao,unknown,好评,香香的,气味,2024-08-19 00:00:00
001247598926780,668883733043,taobao,unknown,好评,清洁,效果,2024-08-18 00:00:00
001247724007936,668883733043,taobao,unknown,好评,刺鼻|香味|的香|温和,气味|效果,2024-08-18 00:00:00
001247449145260,668883733043,taobao,unknown,好评,好闻,气味,2024-08-18 00:00:00
001247282468659,668883733043,taobao,unknown,好评,好闻|味道,气味,2024-08-18 00:00:00
001247725919803,668883733043,taobao,unknown,好评,大瓶|小瓶|味道,规格|气味,2024-08-18 00:00:00
001247760303275,668883733043,taobao,unknown,差评,价格|贵|商家|毫升,价格|服务|规格,2024-08-18 00:00:00
001247333173381,668883733043,taobao,unknown,好评,nan,nan,2024-08-17 00:00:00
001247353429754,668883733043,taobao,unknown,中评,态度|客服|黄色|便宜|瓶子,服务|颜色|价格|包装,2024-08-17 00:00:00
001247511838108,668883733043,taobao,unknown,好评,味道,气味,2024-08-17 00:00:00
001247215737889,668883733043,taobao,unknown,中评,300ml|500ml|小瓶|优惠,规格|价格,2024-08-16 00:00:00
001247523735837,668883733043,taobao,unknown,,nan,nan,2024-08-16 00:00:00
001247091768708,668883733043,taobao,unknown,好评,nan,nan,2024-08-16 00:00:00
001247088700431,668883733043,taobao,unknown,好评,nan,nan,2024-08-16 00:00:00
001247377942706,668883733043,taobao,unknown,好评,很香,气味,2024-08-15 00:00:00
001247184009028,668883733043,taobao,unknown,好评,nan,nan,2024-08-15 00:00:00
001247316718128,668883733043,taobao,unknown,好评,干净,效果,2024-08-15 00:00:00
001214330699834,17904564640,taobao,unknown,好评,送货,物流,2023-07-22 00:00:00
179045646407387093046010613,17904564640,taobao,unknown,好评,包装|外观|包裹|严实,包装|物流,2023-07-08 00:00:00
179045646407386943274445414,17904564640,taobao,unknown,差评,消毒|味道,效果|气味,2023-06-23 00:00:00
179045646407386883291466548,17904564640,taobao,unknown,好评,nan,nan,2023-06-17 00:00:00
179045646407386842607316929,17904564640,taobao,unknown,好评,大瓶,规格,2023-06-13 00:00:00
179045646407386771864083642,17904564640,taobao,unknown,好评,快递|送货,物流,2023-06-06 00:00:00
179045646407386743291466548,17904564640,taobao,unknown,好评,nan,nan,2023-06-03 00:00:00
17904564640738673962484949,17904564640,taobao,unknown,好评,nan,nan,2023-06-02 00:00:00
17904564640738651264977362,17904564640,taobao,unknown,好评,消毒,效果,2023-05-11 00:00:00
179045646407386373855950725,17904564640,taobao,unknown,好评,效果,效果,2023-04-27 00:00:00
179045646407386142967569946,17904564640,taobao,unknown,,nan,nan,2023-04-04 00:00:00
179045646407386044080305064,17904564640,taobao,unknown,好评,nan,nan,2023-03-25 00:00:00
179045646407386042910193056,17904564640,taobao,unknown,好评,速度,物流,2023-03-25 00:00:00
179045646407386041058478760,17904564640,taobao,unknown,好评,速度,物流,2023-03-25 00:00:00
17904564640738590524387585,17904564640,taobao,unknown,好评,颜值|质量|实惠|价格|性价比,包装|质量|价格,2023-03-11 00:00:00
179045646407385821528310439,17904564640,taobao,unknown,好评,效果|气味|外观|包装,效果|气味|包装,2023-03-03 00:00:00
17904564640738568816593449,17904564640,taobao,unknown,中评,4个,规格,2023-02-17 00:00:00
179045646407385663196972175,17904564640,taobao,unknown,好评,实惠,价格,2023-02-15 00:00:00
179045646407385573352868569,17904564640,taobao,unknown,好评,正品,正品,2023-02-06 00:00:00
17904564640738556204841424,17904564640,taobao,unknown,好评,大瓶,规格,2023-02-05 00:00:00
17904564640738548872415628,17904564640,taobao,unknown,中评,物流,物流,2023-01-28 00:00:00
179045646407385353017023514,17904564640,taobao,unknown,好评,发货|态度|速度|物流,服务|物流,2023-01-15 00:00:00
17904564640738534552128675,17904564640,taobao,unknown,好评,品质,质量,2023-01-14 00:00:00
179045646407385341576795012,17904564640,taobao,unknown,好评,价格|实惠|质量,价格|质量,2023-01-14 00:00:00
17904564640738534835059524,17904564640,taobao,unknown,好评,nan,nan,2023-01-14 00:00:00
179045646407385321244830757,17904564640,taobao,unknown,中评,态度|送货,服务|物流,2023-01-12 00:00:00
179045646407385323827256167,17904564640,taobao,unknown,好评,包装|卖家|质量,包装|服务|质量,2023-01-12 00:00:00
179045646407385321968374176,17904564640,taobao,unknown,好评,nan,nan,2023-01-12 00:00:00
179045646407385322506663104,17904564640,taobao,unknown,好评,味道,气味,2023-01-12 00:00:00
179045646407385313128965371,17904564640,taobao,unknown,,nan,nan,2023-01-11 00:00:00
001247529043816,642002764220,taobao,unknown,好评,nan,nan,2024-08-16 00:00:00
001247413242296,642002764220,taobao,unknown,好评,好闻|味道|泡沫丰富,气味|效果,2024-08-16 00:00:00
001247384170335,642002764220,taobao,unknown,,nan,nan,2024-08-15 00:00:00
001247016836826,642002764220,taobao,unknown,好评,味道,气味,2024-08-15 00:00:00
001247414879486,642002764220,taobao,unknown,好评,nan,nan,2024-08-14 00:00:00
001247276754222,642002764220,taobao,unknown,好评,气味|好闻|味道|效果,气味|效果,2024-08-14 00:00:00
001247419583138,642002764220,taobao,unknown,,nan,nan,2024-08-14 00:00:00
001247320991443,642002764220,taobao,unknown,好评,味道,气味,2024-08-13 00:00:00
001246989637858,642002764220,taobao,unknown,好评,nan,nan,2024-08-13 00:00:00
001246857044756,642002764220,taobao,unknown,,nan,nan,2024-08-13 00:00:00
001246776132149,642002764220,taobao,unknown,好评,香味|好闻,气味,2024-08-13 00:00:00
001247129810035,642002764220,taobao,unknown,,nan,nan,2024-08-12 00:00:00
001247132026704,642002764220,taobao,unknown,好评,包装,包装,2024-08-12 00:00:00
001246737588768,642002764220,taobao,unknown,,nan,nan,2024-08-12 00:00:00
001247122178253,642002764220,taobao,unknown,差评,nan,nan,2024-08-12 00:00:00
001247095683968,642002764220,taobao,unknown,好评,质量,质量,2024-08-11 00:00:00
001246801433696,642002764220,taobao,unknown,好评,不油腻|清爽,效果,2024-08-11 00:00:00
001246976906381,642002764220,taobao,unknown,好评,气味|包装,气味|包装,2024-08-11 00:00:00
001247073075834,642002764220,taobao,unknown,好评,气味|的香|味道|效果,气味|效果,2024-08-10 00:00:00
001246762913562,642002764220,taobao,unknown,好评,好闻|味道,气味,2024-08-10 00:00:00
001246762829951,642002764220,taobao,unknown,好评,水能|滋养|痒|干燥|油,效果,2024-08-10 00:00:00
001246953762242,642002764220,taobao,unknown,好评,nan,nan,2024-08-10 00:00:00
001246946926311,642002764220,taobao,unknown,,nan,nan,2024-08-10 00:00:00
001246943554847,642002764220,taobao,unknown,好评,nan,nan,2024-08-10 00:00:00
001246625641324,642002764220,taobao,unknown,好评,味道,气味,2024-08-09 00:00:00
001246480020342,642002764220,taobao,unknown,好评,好闻|味道,气味,2024-08-09 00:00:00
001246740250279,642002764220,taobao,unknown,好评,nan,nan,2024-08-08 00:00:00
001246901451474,642002764220,taobao,unknown,好评,气味|好闻|清香|味道|效果|很顺滑,气味|效果,2024-08-08 00:00:00
001246841511940,642002764220,taobao,unknown,好评,的香,气味,2024-08-08 00:00:00
001246352532688,642002764220,taobao,unknown,差评,性价比,价格,2024-08-08 00:00:00
001250636117127,710645331590,taobao,unknown,好评,nan,nan,2024-09-25 00:00:00
001250906847032,710645331590,taobao,unknown,好评,nan,nan,2024-09-25 00:00:00
001250742610217,710645331590,taobao,unknown,好评,价格|服务|售后|商家|物流|品质,价格|服务|物流|质量,2024-09-24 00:00:00
001250371732307,710645331590,taobao,unknown,好评,做工|质量|外观|外形|份量,质量|包装|规格,2024-09-24 00:00:00
001250767499678,710645331590,taobao,unknown,好评,nan,nan,2024-09-23 00:00:00
001250801943165,710645331590,taobao,unknown,好评,油|去油|水润|蓬松|清爽,效果,2024-09-23 00:00:00
001250695102024,710645331590,taobao,unknown,好评,油|去油|水润|蓬松|清爽,效果,2024-09-23 00:00:00
001250325456736,710645331590,taobao,unknown,,nan,nan,2024-09-23 00:00:00
